"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[23822]",-1.01953094261688,0.000533900936586949,0.0154768410865957,-1.04899095812509,-1.03049410050752,-1.0193352371878,-1.00989346418523,-0.987310109145472,840.317254793239,1.00106922762586
"log_lik[23823]",-1.31139777168105,0.00064429387646285,0.0147343975932016,-1.34262111995833,-1.32087697267757,-1.31087954766405,-1.30095911921313,-1.28442501676124,522.994066766344,1.00058567979688
"log_lik[23824]",-1.12625108089255,0.000371741774080378,0.0153749194733398,-1.15654153541558,-1.1363719402588,-1.1261321084389,-1.11632930933161,-1.09561012659646,1710.57832698477,0.999802647155129
"log_lik[23825]",-0.93592739975589,0.000399271511968813,0.0137123763786678,-0.963643514334826,-0.944608540864901,-0.935964081939174,-0.927069312997847,-0.909698949010108,1179.4751677696,1.00340273924544
"log_lik[23826]",-0.700522707352189,0.000362399579798467,0.0150796218814041,-0.731576613514626,-0.710337986891414,-0.700622412012613,-0.690752161481488,-0.669822933824634,1731.4323705835,0.999393796680641
"log_lik[23827]",-1.4587701225568,0.00115985319703763,0.032330232419712,-1.52478618220865,-1.48038041425949,-1.45689474624416,-1.43614632954069,-1.39997841449747,776.983158980439,1.00057034568583
"log_lik[23828]",-0.677657297496658,0.000647994893339306,0.0162282741089771,-0.709400261379173,-0.68873783649777,-0.67769961643481,-0.665359520615098,-0.6470147832286,627.193433383714,1.0028802528499
"log_lik[23829]",-1.02788891389083,0.000385615027973052,0.0157606419325047,-1.05831123212691,-1.03863359998285,-1.02815089001573,-1.01816946774929,-0.995454009212233,1670.4747038292,1.00079133527387
"log_lik[23830]",-1.34833785057291,0.000625906570115843,0.0199382256618982,-1.38985546140095,-1.36025492758553,-1.34757053119331,-1.33548868011024,-1.31060403033197,1014.73816178293,1.00093610821559
"log_lik[23831]",-1.10615968030888,0.00033845999417663,0.0130489423313301,-1.13229223810947,-1.11494707372059,-1.10547851634978,-1.09768574309481,-1.0807121307416,1486.400827195,1.00233078532179
"log_lik[23832]",-0.854763277682427,0.000682705005987485,0.0169796574296199,-0.888255257211104,-0.865747792343726,-0.854555975074047,-0.843121646858162,-0.824259300594696,618.574016343658,1.00252588573258
"log_lik[23833]",-0.882599716961704,0.000415918973597111,0.0143433714383315,-0.911191703667058,-0.892022048389742,-0.882204184002128,-0.873084217633502,-0.855149688872192,1189.28249041222,1.00214229410547
